paramastrap_tips16_0.5,0.67700320038633,1,1,0.433012701892219,0.692820323027551,1,1,1,1,1
paramastrap_tips16_1.0,1,1,1,1,1,1,1,0.639602149066831,0.778498944161523,1
paramastrap_tips16_2.0,0.853912563829967,1,0.460566186471838,0.566666666666667,1,0.720082299823096,0.853912563829967,1,1,1
paramastrap_tips32_0.5,0.721568539381252,0.870823365174209,0.648074069840786,0.734630886692453,0.930451901358013,0.777525211517578,0.684736788017461,0.658965727454406,0.729545219862664,0.767848060018943
paramastrap_tips32_1.0,0.658965727454406,0.853535353535353,0.750939261482638,0.920087412456472,0.857843137254902,0.6669552045147,0.838888888888889,0.930451901358013,0.604669331122391,0.648074069840786
paramastrap_tips32_2.0,0.913907693767414,0.721568539381252,0.677777777777778,0.706540922584836,0.609521966678624,0.647098434121321,0.630537041003112,0.529601109482255,0.704025691230827,0.798435971133566
bootstrap_tips16_0.5,0.52704627669473,0.67700320038633,1,0.52704627669473,0.821583836257749,1,1,1,1,1
bootstrap_tips16_1.0,1,1,0.67700320038633,1,0.778498944161523,1,1,0.720082299823096,0.409090909090909,0.67700320038633
bootstrap_tips16_2.0,0.539359889970594,0.639602149066831,0.460566186471838,0.52704627669473,1,0.720082299823096,1,0.843274042711568,0.67700320038633,1
bootstrap_tips32_0.5,0.641862541578522,0.870823365174209,0.648074069840786,0.607918758874329,0.930451901358013,0.777525211517578,0.447773662839645,0.529601109482255,0.528680532637681,0.767848060018943
bootstrap_tips32_1.0,0.442307692307692,0.707070707070707,0.6669552045147,0.789542033951723,0.857843137254902,0.755228687465175,0.924662100445346,0.930451901358013,0.577385132283718,0.544949260913066
bootstrap_tips32_2.0,1,0.613010298267187,0.680413817439772,0.47791972235508,0.67138481942741,0.568887168900049,0.63887656499994,0.36720990919215,0.704025691230827,0.647098434121321
